Doctor Name,Qualifications,Specializations,Experience,Clinic Address,City,Consultation Fee,,
Dr. Anil K.Garg,"MBBS, MS - General Surgery, MCh - Plastic Surgery","Plastic Surgeon, Hair Transplant Surgeon",33 Years Experience Overall  (28 years as specialist),"#2/1, R.S. Bhandari Marg, Janjeerwala Square., Landmark: Near Nagar Nigam Shops, Indore",Indore,1000,,
Dr. Parikshit Sharma,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,19 Years Experience Overall  (12 years as specialist),"EK - 387, Scheme 54, Vijay Nagar,, Landmark: Behind Vikas Garden And Om Gurudev Complex, Opposite Fortune, Indore",Indore,500,,
Dr. Prakash Chhajlani,"MCh - Plastic Surgery, MS - General Surgery, MBBS","Plastic Surgeon, Hair Transplant Surgeon",39 Years Experience Overall  (37 years as specialist),"Ganga Jamuna Apartment, Landmark: Opposite Nath Mandir.Indore.MP., Indore",Indore,800,,
Dr. Atika Agrawal,"MBBS, DDVL","Dermatologist, Cosmetologist, Aesthetic Dermatologist",13 Years Experience Overall  (3 years as specialist),"277-278Usha Nagar Extension, Indore",Indore,500,,
Dr. Atishay Bukharia,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Pediatric Dermatologist, Aesthetic Dermatologist, Dermatosurgeon",14 Years Experience Overall  (7 years as specialist),"Kalani Nagar Square, Landmark: Near Royal Bakery, Indore",Indore,400,,
Dr. Vishal Agrawal,"MBBS, MD - Skin & VD",Dermatologist,12 Years Experience Overall  (10 years as specialist),"2nd Floor, Above Allahbad bank, Scheme no 54, Vijaynagar. Landmark: Beside Dominos Pizza, Opposite Sayaji Hotel., Indore",Indore,400,,
Dr. Abhijeet Mishra,"MBBS, Diploma in Dermatology","Dermatologist, Aesthetic Dermatologist, Dermatosurgeon, Cosmetologist, Sexologist",13 Years Experience Overall  (12 years as specialist),"#13 Main Street, Near Punjab National Bank, Mohanti Medical., Landmark: Punjab National Bank, Indore",Indore,400,,
Dr. Monika Patidar Choudhary,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Hair Transplant Surgeon",10 Years Experience Overall  (6 years as specialist),"4, Prabhu Nagar, Below Fashion Era, Annapurna Road, Indore",Indore,400,,
Dr. Ginni Chhabria,"MBBS, DVD",Dermatologist,20 Years Experience Overall  (11 years as specialist),"30, G-1, Surya Apartment, Joy Builders Colony, Landmark: Behind Rafael Tower, Indore",Indore,700,,
Dr. Akshat Verma,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist",12 Years Experience Overall  (9 years as specialist),"304 (3rd floor), (Above Cafe Coffee Day, Archies Gallery, IDBI Bank, Mitti Cafe), Capt. C.S.Nayudu Arcade,Near Greater Kailash Hospital, Main Road, Old Palasia, Indore, Landmark: Near Greater Kailash Hospital, Indore",Indore,400,,
Dr. Akhil Shah,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Aesthetic Dermatologist",22 Years Experience Overall  (12 years as specialist),"201, Dilpasand Square, Third Floor,164 Kanchan Baag Main Road, A.B Road, Landmark: Above Harshwardhan Ishipal Diamond Showroom & Geeta Bhawan Sqaure, Indore",Indore,500,,
Dr. Anil Dashore,"MBBS, Diploma in Dermatology",Dermatologist,42 Years Experience Overall  (34 years as specialist),"#6, Prince Yashwant Road, Landmark: Near Cloth Market., Indore",Indore,500,,
Dr. Priyanka Dhanotia,"MBBS, MD - Dermatology","Dermatologist, Dermatosurgeon, Aesthetic Dermatologist",13 Years Experience Overall  (8 years as specialist),"#6/B, 20/B, Bhawanipur Colony, Annapurna Main road, Landmark: Near Pooja hospital, Indore",Indore,300,,
Dr. Atul Kathed,"MBBS, Diploma in Dermatology","Dermatologist, Aesthetic Dermatologist",27 Years Experience Overall  (23 years as specialist),"A-7, MIG, Behind Axis Bank, A.B. Road (II), Indore (452003), Indore",Indore,600,,
Dr. Rahul Nagar,"MBBS, Diploma in Dermatology, DNB - Dermatology & Venereology","Dermatologist, Cosmetologist",16 Years Experience Overall  (12 years as specialist),"#15/1, South Tukoganj, Indore Tukogani, Landmark: Near SNG Hospital., Indore",Indore,400,,
Dr. Anup Mundra,"MBBS, DDVL",Dermatologist,24 Years Experience Overall  (23 years as specialist),"41, Ganesh Ganj, Bada Ganpati Gangwal Bus Stand Road, Rajmohalla Near Antim Chauraha, Landmark: Near Bada Ganpati Temple, Indore",Indore,400,,
Dr. Ankit Khandelwal,"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship in Aesthetic Medicine (FAM)","Dermatologist, Pediatric Dermatologist, Aesthetic Dermatologist, Cosmetologist, Trichologist, Dermatosurgeon",14 Years Experience Overall  (6 years as specialist),"1st Floor silver arc complex, Zanjeerwala square, Indore",Indore,500,,
Dr. Varun Kothari,"MBBS, DDVL","Dermatologist, Trichologist, Aesthetic Dermatologist, Cosmetologist",14 Years Experience Overall  (7 years as specialist),"1-A , Ashok Nagar, Landmark: Opposite State Bank Of India, Indore",Indore,300,,
Dr. Shuken Dashore,"MBBS, MD - Dermatology , Venereology & Leprosy","Hair Transplant Surgeon, Cosmetologist, Trichologist",14 Years Experience Overall  (6 years as specialist),"35 EF, Scheme Number 54, Landmark: Infront of Hotel Marriott, Indore",Indore,500,,
Dr. Appurva Bansal,"MBBS, DDVL","Aesthetic Dermatologist, Dermatologist",10 Years Experience Overall  (3 years as specialist),"11/1, North Rajmohalla, Landmark: Near Nagarnigam Zone, Indore",Indore,300,,
Dr. Sheetal Sethi,"MBBS, Diploma in Dermatology",Dermatologist,39 Years Experience Overall  (27 years as specialist),"#G-3, Chaturvedi Mension, AB Road, Landmark: Infront Of Mehidpurwala., Indore",Indore,400,,
Dr. Surekha Arora,"MBBS, MD - Skin & VD","Dermatologist, Cosmetologist",37 Years Experience Overall  (31 years as specialist),"#5-A, Navlakha Main Road, Landmark: Opposite Navlakha Bus Stop, Indore",Indore,700,,
Dr. Sumeet Jaiswal,"MBBS, MS - General Surgery, MCh - Plastic Surgery","Plastic Surgeon, Hair Transplant Surgeon, Burn Surgeon",21 Years Experience Overall  (11 years as specialist),"5, Chandralok Colony, Saket Nagar, Shree Nagar Extension, Landmark: Near HDFC BANK, Indore",Indore,500,,
Dr. Abhishek Malviya,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Pediatric Dermatologist, Cosmetologist, Hair Transplant Surgeon",15 Years Experience Overall  (7 years as specialist),"301, Krishna Tower,Pipliyahana Main Road, Opposite Scheme - 140 Brajeshwari Extension, Greater Brajeshwari Indore, Madhya Pradesh 452016, Landmark: opposite IDA Scheme 140, Indore",Indore,500,,
Dr. Jayesh kothari,"MBBS, DVD","Dermatologist, Cosmetologist",31 Years Experience Overall  (28 years as specialist),"301-302, Manas Bhawan, 11R.N.T, Marg, Indore",Indore,400,,
Dr. Adhyatm Bhandari,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,10 Years Experience Overall  (5 years as specialist),"Manik Bagh Road, Landmark: Near Choithram School, Indore",Indore,500,,
Dr. Abhilasha Patidar,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,8 Years Experience Overall  (2 years as specialist),"9/3 Manoramaganj, Landmark: Near Geeta Bhawan Hospital, Indore",Indore,400,,
Dr. Ashutosh Pal,"MBBS, MD - Skin & VD","Dermatologist, Cosmetologist",10 Years Experience Overall  (3 years as specialist),"1A5 Residency Area Manorama Ganj Indore, Indore",Indore,500,,
Dr. Ankit Kothari,"MBBS, DDVL",Dermatologist,10 Years Experience Overall,"41/1, North Raj Mohala, Landmark: Near Doctors House, Indore",Indore,300,,
Dr. Hitesh Lokwani,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,11 Years Experience Overall  (3 years as specialist),"301, The Magnate, 6/1 New Palasia, Landmark: Opposite Corporation Bank & Above Citi Union Bank, Indore",Indore,500,,
Dr. Geetika Paliwal,"MS - General Surgery, MCh - Plastic & Reconstructive Surgery, MBBS",Plastic Surgeon,14 Years Experience Overall  (10 years as specialist),"Scheme No.74,CH-3,VIJAYNAGAR, Landmark: Prestige college, Indore",Indore,1000,,
Dr. Nishant Khare,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery","Plastic Surgeon, Plastic Reconstruction Surgeon",17 Years Experience Overall  (9 years as specialist),"202, Brijkamal 84 Swami Vivekananda Nagar, Landmark: Above Axis Bank & Near Telephone Nagar Chouraha, Indore",Indore,800,,
Dr. Akash Jain,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,2 Years Experience Overall,"Number 1540, Nobhavani Ward, Jabalpur",Jabalpur,400,,
Dr. Amarendra Pandey,"DVD, MBBS, MD - (Dermatology & STD)",Dermatologist,12 Years Experience Overall  (9 years as specialist),"Beohar Raghuvir Sinha Road, Beohar Bagh, Landmark: Near Ghamapur Road, Jabalpur",Jabalpur,400,,
Dr. Ayushi Sthapak,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,8 Years Experience Overall  (1 year as specialist),"12A, Kuchani Parisar, Damohnaka, Transport Nagar, Landmark: Behind Kshetriya Bus Stand, Jabalpur",Jabalpur,500,,
Dr. Shantanu Choudhary,"MBBS, DDVL, Fellowship in Aesthetic Medicine (FAM)","Dermatologist, Hair Transplant Surgeon",16 Years Experience Overall  (10 years as specialist),"181, Amrapali Road, Rathore Nagar, Landmark: Opposite to Talwalkers Gym, Jaipur",Jaipur,500,,
Dr. Kuntal Deb Barma,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,19 Years Experience Overall  (11 years as specialist),"201 A, 2nd Floor,  Ambition Tower, Agrasen Circle, C- Scheme, Jaipur",Jaipur,1000,,
Dr. Leena Bhatnagar,"MBBS, Diploma in Dermatology",Dermatologist,31 Years Experience Overall  (24 years as specialist),"Shop No 12, 13, 14, Ground Floor, Gourav Tower, Landmark: Near World Trade Park, Jaipur",Jaipur,500,,
Dr. Punit Chitlangia,"BDS, MDS - Oral & Maxillofacial Surgery","Oral And MaxilloFacial Surgeon, Implantologist, Dental Surgeon, Cosmetic/Aesthetic Dentist, Hair Transplant Surgeon",20 Years Experience Overall  (18 years as specialist),"G15 , Dhansshree Tower II, Central Spine, Landmark: Behind Cinestar Cinema & Near Bank of Baroda & Danapani Restaurant, Jaipur",Jaipur,300,,
Dr. Sunil Kumar S,"MBBS, MD - (Dermatology & STD)",Hair Transplant Surgeon,20 Years Experience Overall  (11 years as specialist),"201 A, 2nd Floor,  Ambition Tower, Agrasen Circle, C- Scheme, Jaipur",Jaipur,1000,,
Dr. Triveni Dhaka,"MCh - Plastic Surgery, MBBS, MS - General Surgery",Plastic Surgeon,19 Years Experience Overall  (6 years as specialist),"Manipal Hospital, Sector 5, Landmark: Main Sikar Road, Jaipur",Jaipur,600,,
Dr. Ritika Khanna,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,9 Years Experience Overall  (4 years as specialist),"201 A, 2nd Floor,  Ambition Tower, Agrasen Circle, C- Scheme, Jaipur",Jaipur,1000,,
Dr. Roby Bose,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,17 Years Experience Overall,"201 A, 2nd Floor,  Ambition Tower, Agrasen Circle, C- Scheme, Jaipur",Jaipur,1000,,
Dr. Nishat Fatima,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,13 Years Experience Overall  (1 year as specialist),"201 A, 2nd Floor,  Ambition Tower, Agrasen Circle, C- Scheme, Jaipur",Jaipur,1000,,
Dr. Deepak Chaudhary,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,17 Years Experience Overall,"201 A, 2nd Floor,  Ambition Tower, Agrasen Circle, C- Scheme, Jaipur",Jaipur,1000,,
Dr. Dinesh Bhoye,"MBBS, MS - General Surgery, Masters in Clinical Dermatology",Hair Transplant Surgeon,13 Years Experience Overall  (1 year as specialist),"201 A, 2nd Floor,  Ambition Tower, Agrasen Circle, C- Scheme, Jaipur",Jaipur,1000,,
Dr. Sanjeev Paria,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,11 Years Experience Overall  (10 years as specialist),"201 A, 2nd Floor,  Ambition Tower, Agrasen Circle, C- Scheme, Jaipur",Jaipur,1000,,
Dr. Kavita Choudhary,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Dermatosurgeon, Cosmetologist",4 Years Experience Overall  (1 year as specialist),"46, Shashtri Nagar Road, Jaipur",Jaipur,300,,
Dr. Vijendra Kumar,"MD - Dermatology, MBBS",Dermatologist,11 Years Experience Overall  (9 years as specialist),"Manipal Hospital, Sector 5, Landmark: Main Sikar Road, Jaipur",Jaipur,500,,
Dr. Swati Mogra,"MBBS, MD - Skin & VD","Dermatologist, Hair Transplant Surgeon",15 Years Experience Overall  (10 years as specialist),"181, Amrapali Road, Rathore Nagar, Landmark: Opposite to Talwalkers Gym, Jaipur",Jaipur,500,,
Dr. Prateek Manjul,"MBBS, DNB - Dermatology & Venereology, Diploma in Practical Dermatology, MD - Dermatology","Dermatologist, Cosmetologist, Trichologist",20 Years Experience Overall  (13 years as specialist),"21/280, Kaveri Path, Madhyam Marg, Landmark: Near KL Saini Cricket  Stadium, Jaipur",Jaipur,500,,
Dr. Manish Jain,"MCh - Plastic Surgery, MS - General Surgery, MBBS","Plastic Surgeon, Hair Transplant Surgeon",19 Years Experience Overall  (8 years as specialist),"Basement, 121, Panchsheel Enclave, Landmark: Mata Colony, Jaipur",Jaipur,500,,
Dr. Akangsha Sharma,"MBBS, MS - General Surgery, MCh - Plastic & Reconstructive Surgery","Plastic Surgeon, Hair Transplant Surgeon, Cosmetologist, Burn Surgeon, General Surgeon",17 Years Experience Overall  (11 years as specialist),"B 18, Landmark: JANTA CIRCLE, Jaipur",Jaipur,500,,
Dr. Altamash Zubair,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,10 Years Experience Overall  (6 years as specialist),"201 A, 2nd Floor,  Ambition Tower, Agrasen Circle, C- Scheme, Jaipur",Jaipur,1000,,
Dr. Sambhav Upadhyay,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,8 Years Experience Overall  (1 year as specialist),"201 A, 2nd Floor,  Ambition Tower, Agrasen Circle, C- Scheme, Jaipur",Jaipur,1000,,
Dr. Tarunveer Singh Kumar,"Diploma in Dermatology, MD - Dermatology, MBBS","Dermatologist, Pediatric Dermatologist, Aesthetic Dermatologist",11 Years Experience Overall  (5 years as specialist),"398-L, Landmark: Near Sehgal Tent House, Jalandhar",Jalandhar,300,,
Dr. Anu Pal Goel,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Cosmetologist",26 Years Experience Overall  (23 years as specialist),"1, Link Road, Landmark: Near Guru Amardass chowk, Jalandhar",Jalandhar,500,,
Dr. Simran Pal Aneja,"MBBS, MD - Dermatology",Dermatologist,12 Years Experience Overall  (8 years as specialist),"324, New Jawahar Nagar, Landmark: Opposite Chunmun Mall & Near Guru Gobind Singh Stadium, Jalandhar",Jalandhar,300,,
Dr. Aditi Chhonkar,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatosurgeon, Dermatologist",10 Years Experience Overall  (5 years as specialist),"Shaheed Udham Singh Nagar, Landmark: Opposite Punjab College Of Higher Studies, Jalandhar",Jalandhar,250,,
Dr. Rajat Chhabra,MBBS,"General Physician, Dermatologist",19 Years Experience Overall  (14 years as specialist),"Shop Number. 7-8, Cool Road, Near Income Tax Colony, Sat Kartar Nagar, Phase -II Road, Landmark: Opposite Body Zone Gym., Jalandhar",Jalandhar,200,,
Dr. Girish,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,12 Years Experience Overall  (5 years as specialist),"Prabhat Colony Chowk, Landmark: Besides Lokmanya Hospital & Near Parakh Bakery, Jalgaon",Jalgaon,300,,
Dr. Gajanan Anand Jadhao,"PG Diploma In Clinical Cosmetology (PGDCC), MBBS, Diploma in Anesthesiology","Hair Transplant Surgeon, Dermatologist, Anesthesiologist",12 Years Experience Overall,"2nd Floor, Gangai Building,  Ring Road,Shikshakwadi, Landmark: Neadr JDCC Bank, Jalgaon",Jalgaon,300,,
Dr. Santosh Bhagwat Raut,"DVD, MBBS","Dermatologist, Cosmetologist",19 Years Experience Overall,"Krishnvatika Old Jalna, Jalna",Jalna,300,,
Dr. Gajanan Anand Jadhao,"PG Diploma In Clinical Cosmetology (PGDCC), MBBS, Diploma in Anesthesiology","Hair Transplant Surgeon, Dermatologist, Anesthesiologist",12 Years Experience Overall,"New Mondha Road, Landmark: Warkad hospital, Jalna",Jalna,200,,
Dr. Mrinal Gupta,"MD - Dermatology , Venereology & Leprosy",Dermatologist,11 Years Experience Overall  (9 years as specialist),"Capital Clinic (SRL Laboratory), Near Pahalwan Di Hatti, Gole Market., Jammu",Jammu,400,,
Dr. Mubashar Mashqoor Mir,"MD - Dermatology, MBBS, DNB - Dermatology, Venereology & Leprosy","Dermatologist, Hair Transplant Surgeon, Cosmetologist",11 Years Experience Overall  (4 years as specialist),"B-15, Auqaf Palika Bazar, Residency Road, Jammu",Jammu,400,,
Dr. Varun Kumar,MDS - Oral & Maxillofacial Surgery,"Oral And MaxilloFacial Surgeon, Hair Transplant Surgeon",8 Years Experience Overall  (4 years as specialist),"Satyam Road, Trikuta Nagar Extension, Landmark: JK Resort, Jammu",Jammu,200,,
Dr. Raghavon U N,"MD - Dermatology , Venereology & Leprosy",Dermatologist,2 Years Experience Overall,"Second Floor, Lake Viewpoint, S.T Road, Jamnagar",Jamnagar,200,,
Dr. Raju Kumar,"MBBS, DDVL","Dermatologist, Immunodermatologist, Dermatosurgeon",13 Years Experience Overall  (11 years as specialist),"302, 3rd Floor, Akashdeep Plaza, Landmark: Near ICICI Bank, Jamshedpur",Jamshedpur,400,,
Dr. Satish Sangwan,"MBBS, MD - Skin & VD",Dermatologist,33 Years Experience Overall  (19 years as specialist),"Dayanand Nagar, Landmark: Near Metro Pillar Number 822, Jhajjar",Jhajjar,250,,
Dr. Ashish Dhamija,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,17 Years Experience Overall  (9 years as specialist),"Delhi Rohtak Road, Opposite Bus Stand, Landmark: Near Bal Bharti School, Jhajjar",Jhajjar,200,,
Dr. Komal Makkar,"MBBS, DDVL",Dermatologist,22 Years Experience Overall  (19 years as specialist),"Delhi - Rohtak Road, Ram Nagar, Landmark: Opposite BSNL Exchange, Jhajjar",Jhajjar,400,,
Dr. Ankit M Saxena,"MBBS, MD - Dermatology , Venereology & Leprosy","Cosmetologist, Dermatologist",12 Years Experience Overall  (4 years as specialist),"308, Jhokhan Bagh, Civil Lines, Landmark: Near Prasanna Agency, Jhansi",Jhansi,300,,
Dr. Pankaj Soni,"MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Pediatric Dermatologist, Aesthetic Dermatologist, Immunodermatologist, Dermatosurgeon",11 Years Experience Overall  (8 years as specialist),"Shop No. 38, Bal Bhawan Complex, Jind., Jind",Jind,150,,
Dr. Akhilesh Verma,"BDS, MDS - Oral & Maxillofacial Surgery","Oral And MaxilloFacial Surgeon, Dentist, Hair Transplant Surgeon",16 Years Experience Overall  (12 years as specialist),"G-80, Saint Paul School Road, Landmark: Near Agrasen Park, Jodhpur",Jodhpur,200,,
Dr. Mamta Parikh,"MBBS, MD - Dermatology","Cosmetologist, Dermatologist",13 Years Experience Overall  (10 years as specialist),"D-56, Jodhpur Shastri Nagar, Landmark: Near Jodhpur Nagrik Sahakari Bank., Jodhpur",Jodhpur,200,,
Dr. Pankaj Rao,"MBBS, MD - Dermatology",Dermatologist,17 Years Experience Overall  (11 years as specialist),"Quatras No. 3/4, Jodhpur Shastri Nagar, Landmark: Medical College Campus Road., Jodhpur",Jodhpur,150,,
Dr. M.K.Singhi,"MBBS, MD - Skin & VD","Dermatologist, Cosmetologist",42 Years Experience Overall  (36 years as specialist),"G 45, Shasthri Nagar, Jodhpur Shastri Nagar, Landmark: Hanwant School., Jodhpur",Jodhpur,250,,
Dr. Neha Tyagi,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,11 Years Experience Overall  (5 years as specialist),"213, Umaid Heritage, Landmark: Umeed Bhavan Place, Jodhpur",Jodhpur,400,,
Dr. Prashant Goyal,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,25 Years Experience Overall  (18 years as specialist),"#39, Tractor Association, Pal Road, Landmark: Opposite Royal Enfield., Jodhpur",Jodhpur,200,,
Dr. Sushil Nahar,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Plastic Surgeon,23 Years Experience Overall  (13 years as specialist),"G-3 Shiv Sagar Apartment, 12th E Road, Landmark: Near Hotel Sriram Excelence & Opposite Medical College, Jodhpur",Jodhpur,500,,
Dr. Prabhu Dayal Sinwar,"MBBS, MS - General Surgery","General Surgeon, Plastic Surgeon, Plastic Reconstruction Surgeon, Cosmetologist",10 Years Experience Overall  (8 years as specialist),"Type  III  2 New Block Quarter, MDM Hospital Campus, Jodhpur",Jodhpur,200,,
Dr. Tanaya Bhattacharya,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Venereologist, Pediatric Dermatologist",5 Years Experience Overall  (1 year as specialist),"New Balibat , B G Road, Landmark: Old Public Bus Stand, Jorhat",Jorhat,500,,
Dr. Piyush Borkhatariya,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Cosmetologist, Trichologist",13 Years Experience Overall  (10 years as specialist),"Balaji Complex, 1st Floor, Landmark: Near Trimurti Hospital and Near Dwarkadhish Market, Junagadh",Junagadh,400,,
Dr. Ranjitha M L,"MD - Dermatology , Venereology & Leprosy, MBBS",Dermatologist,9 Years Experience Overall  (3 years as specialist),"NH 206, B H Road, Landmark: Opposite Venkateshwara Temple, Kadur",Kadur,150,,
Dr. Subhash Pentapati,MCh - Plastic & Reconstructive Surgery,"Plastic Surgeon, Plastic Reconstruction Surgeon",5 Years Experience Overall  (1 year as specialist),"10-5-52, Kakinada",Kakinada,500,,
Dr. Sasi S,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,6 Years Experience Overall  (2 years as specialist),"37 A Vanigar Street, Kanchipuram",Kanchipuram,250,,
Dr. Dhanalakshmi K,"MD - Dermatology , Venereology & Leprosy, MBBS","Cosmetologist, Dermatologist, Dermatosurgeon",19 Years Experience Overall  (11 years as specialist),"pavendar salai, Kanchipuram",Kanchipuram,200,,
Dr. Sarika Parambath,"DDVL, MBBS","Dermatologist, Cosmetologist, Aesthetic Dermatologist",8 Years Experience Overall  (2 years as specialist),"Manjodi Bridge, Landmark: Infront Of Keezhanthimukku Bus Stop, Near Manjodi, Kannur",Kannur,200,,
Dr. Rashmi Rastogi,"MBBS, DDVL, Fellowship in Aesthetic Medicine (FAM)","Dermatologist, Dermatosurgeon, Trichologist, Cosmetologist, Hair Transplant Surgeon, Aesthetic Dermatologist",22 Years Experience Overall  (3 years as specialist),"117/Q/40 A, Landmark: Near Gurudev Cinema, Sharda Nagar, Kakadeo, Kanpur",Kanpur,700,,
Dr. Mamta Bhura,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,26 Years Experience Overall  (21 years as specialist),"113/196,Swaroop Nagar, Behind Hotel Royal Cliff, Landmark: Near Solitaire Diamond Boutique, Kanpur",Kanpur,500,,
Dr. Pravina Patel,"MBBS, Diploma in Dermatology",Dermatologist,12 Years Experience Overall  (9 years as specialist),"96/02 Chunniganj Star Press Building, Landmark: Chunniganj Chauraha, Next to  Samsung Service Center, Kanpur",Kanpur,150,,
Dr. Pragati Gogia,"DNB - Dermatology & Venereology, MBBS","Dermatologist, Cosmetologist",14 Years Experience Overall  (7 years as specialist),"A-2, Cecil Clementi St, Model Town, Landmark: Near RTO Office & Rawatpur Railway Crossing, Kanpur",Kanpur,600,,
Dr. R M Singh,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,23 Years Experience Overall  (4 years as specialist),"113/131 Swaroop Nagar Near Madhuraj Hospital opposite to Rajiv Medical Sotre, Landmark: Near Agra Sweet House, Kanpur",Kanpur,600,,
Dr. Shivendra Kumar Singh,MDS - Oral & Maxillofacial Surgery,"Oral And MaxilloFacial Surgeon, Hair Transplant Surgeon, Craniofacial Surgeon",8 Years Experience Overall  (7 years as specialist),"122/1-D,  Panki Road, Landmark: Near Jawaharlal Nehru Inter College, Kanpur",Kanpur,300,,
Dr. Rajeshwari,"MBBS, MD - Dermatology , Venereology & Leprosy","Hair Transplant Surgeon, Dermatologist, Cosmetologist",21 Years Experience Overall  (12 years as specialist),"4th Floor, Premises City Central Mall, CVRN Road, Landmark: Opposite IB Guest House, Karimnagar",Karimnagar,750,,
Dr. Sree chandana reddy,Diploma in Dermatology,"Dermatologist, Cosmetologist, Trichologist",9 Years Experience Overall  (8 years as specialist),"Jagithyal Road, Landmark: Opposite To SE transco office, Karimnagar",Karimnagar,200,,
Dr. Sandhya,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,14 Years Experience Overall  (7 years as specialist),"Doctors Street, Opposite  Bhoomreddy Hospital, Karimnagar",Karimnagar,400,,
Dr. Suresh Sake,"MBBS, MD - General Medicine, DDVL",Dermatologist,12 Years Experience Overall  (10 years as specialist),"Door Number 18-5-146, Laxmi Nagar, Old City Cable Office, Landmark: Opposite Lane Of Ganesh Hospita, Karimnagar",Karimnagar,300,,
Dr. Kavitha K B,"MBBS, DDVL","Aesthetic Dermatologist, Cosmetologist, Dermatologist",19 Years Experience Overall  (15 years as specialist),"#30, Chairman Ramanujam Street, Opposite To Kamatchi Amman Temple, Landmark: Near Bus Stand ,karur, Karur",Karur,150,,
Dr. Rokini ranjith,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, General Physician",19 Years Experience Overall  (8 years as specialist),Karur,Karur,150,,
Dr. Faizan Kalekhan,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Dermatosurgeon",8 Years Experience Overall  (2 years as specialist),"Kushavana Kunnu, Ajanur Post, Kanhangad,, Kasargod",Kasargod,500,,
Dr. Prajwal K Rao,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Plastic Surgeon,12 Years Experience Overall  (4 years as specialist),"Kushavana Kunnu, Ajanur Post, Kanhangad,, Kasargod",Kasargod,500,,
Dr. Malisetty Gurunadham,"MBBS, MD - Dermatology","Dermatologist, Cosmetologist",23 Years Experience Overall  (19 years as specialist),"H No 11-2-24,Wyra Road,Land Mark: Opp Kinera Hospital, Khammam, Khammam",Khammam,250,,
Dr. G Harish,"DDVL, MBBS","Aesthetic Dermatologist, Pediatric Dermatologist, Dermatologist",14 Years Experience Overall  (9 years as specialist),"Number 11-3, 115,  Nst Road Nehru Nagar,, Landmark: Beside Prasanthi Hospital, Opposite Priyadharshini Degree College, Khammam",Khammam,300,,
Dr. Sumit Chouhan,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,3 Years Experience Overall  (2 years as specialist),"Sanawad Road, Landmark: Near Bhandari Toll Kata, Khargone",Khargone,500,,
Dr. Mayuresh Deshpande,"MBBS, MCh - Plastic Surgery",Plastic Surgeon,18 Years Experience Overall  (12 years as specialist),"Office Number 7, First Floor, Galaxy Tower, Dabholkar Corner Road, Landmark: Near Sasne Ground, Kolhapur",Kolhapur,600,,
Dr. Sudarshan G,"MBBS, MD - Dermatology","Aesthetic Dermatologist, Dermatologist, Dermatosurgeon, Pediatric Dermatologist, Immunodermatologist",16 Years Experience Overall  (7 years as specialist),"Padam-Rukmini, Shop No.02, Near Metro Hospitals, Shop No. 01,  Shahupuri 2nd Lane, Kolhapur, Landmark: Near Metro Hospitals, Kolhapur",Kolhapur,300,,
